Prompt,Dataset,Audio file,Caption,Entailment,Neutral,Contradiction,Full response
,ClothoV2,SFX_BEER-Bottle-Cap-Open-POUR.wav,"['Opening a soda bottle makes the lid fall, creating a beeping sound before the soda fills a glass.', 'Several bottles of liquid are opened up by someone, before they begin pouring out a glass.', 'Someone opening several bottles of a beverage and then pouring a glass.', 'Three bottles being opened using a traditional bottle opener and one of them being poured out into a glass.', 'Three bottles opened with a bottle opener and pouring into a glass.']",Multiple bottles are being opened and at least one is being poured into a glass.,A person is opening a variety of carbonated drinks and filling a glass.,A single bottle is being uncorked and served at a quiet dinner.,
,ClothoV2,World melody.wav,"['A person is playing some string instruments as other join him in the band.', 'A person playing a stringed instrument as other people join him in the band.', 'A unique instrumental song is being played with several instruments.', 'A unique song is being played with several instruments.', 'traditional music instrument is being played with a nice tune']",A group of musicians are performing a song with stringed instruments.,A band is playing a folk tune with a mix of stringed instruments and percussion.,A solo artist is performing an electronic piece without any stringed instruments.,
,ClothoV2,PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,"['A large diesel engine is shifting through its gears as it drives.', 'A large diesel engine shifting through its gears as it drives.', 'A tractor trailer takes off and changes gears several times.', 'It is raining and a large truck is accelerating and slowing down.', 'It is raining and a large truck is accelerating and then slows down.']",A large truck is changing gears while driving in the rain.,A large truck is hauling cargo and shifting through gears on a wet road.,A quiet electric car is smoothly gliding along a dry road.,
,ClothoV2,forest_ambiance_chepachet_spring_night_1.wav,"['A person walking along the ground at night with insects making loud noises.', 'Insects shriek, scream and make noises in unison.', 'The insects shriek, scream and make noises in unison.', 'VERY LOUD CHORUS OF INSECTS WHILE SOMEONE SLOWLY WALKING', 'Walking out in nature with the frogs and the crickets singing.']",An outdoor nighttime recording with prominent insect sounds and footsteps.,A person taking an evening stroll through a cacophony of frog and cricket calls.,A quiet indoor setting with no sign of animal or insect activity.,
,ClothoV2,Grannie&#39;s old coffee bean mill.wav,"['A clogged pipe someone is draining and cleaning.', 'A person is rolling a wagon on the sidewalk.', 'A person offers a bike down the sidewalk and the chain squeaks.', 'Someone is draining and cleaning a clogged pipe', 'Someone is rolling a wagon on the sidewalk.']",There are sounds of manual labor occurring on a sidewalk.,A maintenance worker is using a cart to transport tools for plumbing repairs.,An individual is silently reading a book in a quiet room.,
,ClothoV2,Ambience Shopping mall.wav,"['A large group of people are talking and a man is yelling as a scanner beeps.', 'A large group of people are talking while a man is yelling and a scanner beeps.', 'As people chat, their conversation is punctuated by the beep of someone scanning an item in a store.', 'People are chatting in conversation punctuated by the beep of someone scanning an item in a store.', 'People talking while waiting at a bus station for the bus to pull in.']",There is a busy indoor environment with people conversing and the sound of a scanner beeping.,Customers are chatting and checking out at a grocery store register.,A quiet library with people studying and no electronic devices in use.,
,ClothoV2,AMB_Vrachionas_Zakynthos.wav,"['A car moves, and makes a hissing sound.', 'A car with a hissing part is moving', 'The bicycle wheels of a child whir while the wind blows in the background.', 'A motor running and whirling by has some skips in it.', 'A motor runs and whirls and skips a few times.']",A vehicle in motion produces a whirling sound with intermittent hissing.,A child's bicycle with a noisy wheel moves past as a breeze is heard.,A smooth-running engine accelerates without interruption.,
,ClothoV2,down stairs running 1.wav,"['A person on a hard floor is walking back and forth.', 'A person skips on a hard surface, then walks lightly before finally running and jumping.', 'A person skips on a hard surface, then walks lightly, then runs and jumps.', 'A person walking back and forth on a hard floor.', 'Something is banging on the floor sometimes slow and sometimes fast.']","A person is moving on a hard surface, performing various activities such as walking, running, and jumping.","A person is exercising indoors, performing a routine that includes skipping, walking, and jumping.",Continuous machinery is operating on a hard surface.,
,ClothoV2,foret.au.matin.wav,"['Birds singing while stiff breezes blows through the trees and the leaves', 'Rain falls gently all around, but the chirping of birds is very loud.', 'Rain falls lightly throughout and birds chirp loudly.', 'The different birds are chirping inside the jungle.', 'birds singing as a stiff breezes blows through the trees and the leaves']","Birds are chirping with the presence of wind and rustling leaves, possibly during a light rain.",A variety of birds are vocalizing in a forest during a gentle rainstorm.,The soundscape is entirely quiet except for the sound of heavy traffic.,
,ClothoV2,Lobby with laughter.wav,"['Men and women cheer, laugh and chat at an event.', 'People are milling around in a large hall or complex with laughter, chatting, and general background noise.', 'People at an event create a lot of noise from cheering, laughing, and chatting.', 'People milling around in a large hall or complex with laughter, chatting and general background noise.', 'a group of people gathered indoors laughing and talking']","A group of people are indoors, engaging in conversation and laughter at a social event.",Attendees at an indoor reception are enjoying light-hearted conversations and sharing jokes.,A silent library with individuals studying quietly.,
,ClothoV2,Ferry I.wav,"['Air and wind rushing by while an airplane is in flight.', 'An airplane is in flight and air and wind is rushing by.', 'An almost silent whirring, but without any sort of breeze blowing by.', 'The car hums on a quiet sunny morning.', 'The motors of machines and their engines whirl and whine mechanically.']",An airplane is in flight producing a whirring sound.,"A vehicle is moving quickly on a calm day, generating a mechanical hum.",Outdoor activities are taking place on a windy day with no mechanical sounds.,
,ClothoV2,Swimming at the pool.wav,"['A large crowd is chatting outside as a person is stepping through puddles.', 'A crowd is chatting swimming in a large indoor swimming pool.', 'Indoors, large swimming pool, people talking, swimming, swimmer getting closer to an observer.', 'People are swimming near a waterfall, while birds chirp in the distance.', 'Rain falls, a person walks in the rain, music plays, and people talk.']","People are gathered near water, where there is talking and the sound of water movement.",A group of swimmers is conversing at an outdoor pool during a light rain shower.,A silent room with a single individual reading a book.,
,ClothoV2,Waves_00512.wav,"['Outdoors, wind causes large and small ocean waves at the coastline.', 'Outdoors, wind, large and small ocean waves at coastline.', 'The side of a dock is pounded by waves from the ocean', 'The wind blowing while waves are crashing in the background.', 'The wind is blowing while waves crash in the background.']",Waves are crashing at a coastline with wind in the background.,A storm is approaching the coastline with waves intensifying.,A calm lake with gentle ripples and no wind.,
,ClothoV2,ambience winter crow birds distant traffic construction.wav,"['Birds chirp and a city quakes in the distance.', 'Birds sing in the trees as an airplane drones overhead.', 'Birds sing their song over the roar of a bustling city.', 'Someone is tapping on wood in the background and a bird caws', 'Someone is tapping on wood in the background as a bird caws.']",Birds are vocalizing with intermittent sounds of urban activity and a tapping noise in the background.,A woodpecker is rhythmically pecking at a tree amidst the ambient sounds of a cityscape and distant aircraft.,A quiet library room with a single bird occasionally chirping.,
,ClothoV2,Moscow subway inside the train.wav,"['A train is moving down railroad tracks and air is moving through a confined space nearby.', 'A train is passing by at a steady pace', 'A train quakes on a railroad track and the sound increases in intensity.', 'A train rumbles on a track and grows in volume.', 'Heavy machinery is thumping and gears are spinning.']",A train is traveling along a track.,A train is passing through a tunnel.,Quiet footsteps on a soft carpet.,
,ClothoV2,paper-strip-wobble.wav,"['A percussive instrument is being plucked up and down at various speeds', 'Drumming the sides of the mouth while opening and closing the mouth, someone makes a popping sound.', 'Mouth open, a man makes a rhythmic pop by flicking the side of his mouth.', 'Someone beating the side of his mouth with mouth opened to make rhythm', 'Someone making popping sounds by drumming on the side of the face while opening and closing their mouth.']",A person is creating rhythmic popping sounds with their mouth.,A person is performing a piece of body percussion using their mouth and face.,A group of people are playing traditional percussion instruments.,
,ClothoV2,ambient house room tone open window distant noises neighbours.wav,"['Noisy street drones on as voices of few kids and adults stand out from the background.', 'In the distance traffic is flowing and nearby, people are conversing.', 'Loud ambient hum, with children and adults speaking in fragments in the background.', 'People are talking next to a highway, a person opens a door.', 'The room has a loud ambient hum as children and adults speak in the background']",The recording features a backdrop of consistent traffic noise with distinguishable chatter from adults and children.,A busy sidewalk by a road where people of various ages are having conversations while cars pass by.,A quiet library setting where individuals are silently reading.,
,ClothoV2,bnescalator.wav,"['A vehicle is rattling and gets louder or quieter when it speeds up or slows down.', 'A wooden wheel is turning and it is speeding up and slowing down.', 'A wooden wheel is turning, speeding up and slowing down.', 'People converse and rattle objects as a motor runs', 'The rattling of a vehicle is increasing in volume and then quiets down as it oscillates.']","There is a fluctuating rattling sound that could be associated with a mechanical object in motion, accompanied by background conversation.",A wooden cart with a rattling wheel is being pushed by people who are talking among themselves.,There is a consistent and steady humming with no variations in volume or additional sounds.,
,ClothoV2,sizzle 4.wav,"['A radio is switched on and the tuner is moved and then held to create the maximum amount of static.', 'A radio is turned on and the tuner is held at the same point emitting static.', 'After a click, a buzzing is constant and scratchy.', 'Someone is welding two metal pieces together using equipment.', 'a person is welding two pieces of metal on a machine']",A radio emits a continuous static noise after being turned on.,The sound of electrical interference is present as someone adjusts a device.,A person is quietly painting on a canvas in a serene environment.,
,ClothoV2,AMBY CHIESA BOLOGNA.wav,"['Something is being said in the background as people murmur in the foreground.', 'Amplified and reverberating talking is occurring while occasionally in the foreground a man and woman speak softly and indistinctly.', 'The silence of the large hall was broken with the echos of chatter.', 'Announcements are being made over a loudspeaker while people are talking in the foreground.', 'Announcements being made over a loudspeaker while people are talking in the foreground.']",There is an ambiance of a public space with audible announcements and people talking.,A couple is having a quiet conversation in a busy hall where announcements are being made.,A quiet library with whispered exchanges and no background noise.,
,ClothoV2,Vinil_Noise_30sec.wav,"['A crackling static similar to record player feedback', 'A record is left spinning on the player after all the songs have ended.', 'Crackling static similar to record player is causing feedback.', 'a very hot fire has been made out doors and is burning fast', 'television tuning sound along with volume adjustment sound']","There is a persistent crackling static noise present, reminiscent of audio playback equipment.","An old vinyl record is reaching its end on a turntable, producing a crackling sound, possibly accompanied by other electronic audio artifacts.",A peaceful stream is flowing in a quiet forest environment.,
,ClothoV2,chicken.wav,"['Chickens are making clucking noises, while someone is gathering the eggs.', 'Chickens are marking noises while rain is falling.', 'Multiple chickens are clucking in an enclosure whilst a person is moving about.', 'Multiple chickens clucking in a chicken cage, person moving around in chicken cage.', 'Rain is falling while the chickens make noises.']","Chickens are clucking, and there is the sound of movement in their vicinity, possibly with the presence of rain.",A farmer is collecting eggs in a chicken coop during a light rain shower.,Chickens are quietly roosting in a sunlit coop without any human activity.,
,ClothoV2,Applause - Crowd - 4.wav,"['A lot of people are applauding and then the clapping fades as time passes.', 'Applause resounds until it finally comes to a halt.', 'People applaud and the clap fades as time goes on.', 'People applauding, gradually coming to a stop, except one person continues to clap slowly and then to a halt.', 'a group of people clapping or applauding at an event']","A crowd is clapping, with the sound diminishing over time.","An audience is giving a round of applause after a performance, tapering off to silence with one individual clapping till the end.",A single individual is clapping steadily in a quiet room.,
,ClothoV2,applauses.wav,"['A group of people clapping and chanting for someone', 'People are clapping and whistling after a performance.', 'People clap their hands and two people whistle.', 'Starting out very robust, the applause, cheers, and whistles faded out over time as the game played out.', 'The people are clapping and whistling after a performance.']","The recording includes a crowd clapping and whistling, likely in response to an event.",An audience is applauding and whistling to show appreciation for a live performance that just ended.,The sound is of a quiet library with people working silently.,
,ClothoV2,"Wind in a field recorded close to the ground in New Mexico, USA.wav","['A loud and robust wind is always blowing.', 'A strong and loud wind is constantly blowing.', 'On the beach, wind blows at a steady pace.', 'Wind blowing outside of a window during a storm.', 'Wind is blowing outside of a window during a storm.']",The sound of a persistent and strong wind is present.,The recording captures the sound of a windy storm at the seaside.,The recording is of a calm and quiet indoor environment.,
,ClothoV2,Tea kettle boiling whistling.wav,"['A tea kettle has finished boiling and is making a whistle noise.', 'A tea kettle is whistling with increasing intensity, then the whistling begins to diminish.', 'An old style kettle with a whistle mechanism is sounding before it is turned off.', 'The tea kettle whistled, as the water inside was boiling.', 'The tea pot is emitting hot steam and ready to make some tea to drink.']","A tea kettle is whistling, indicating the water has boiled.",The intensity of the kettle's whistle is fluctuating due to variations in the heat source.,A group of birds is chirping melodically in the morning.,
,ClothoV2,Getting Into Shower and Turning On.wav,"['She flushed the toilet and then turned on the shower.', 'Water drains from a toilet and then water shoots out of a shower head.', 'Water is pouring into a sink and down a drain and more water is dripping onto a hard surface.', 'Water is pouring into a sink and going down a drain as more water drips onto a hard surface.', 'Water runs down a drain as someone takes a shower.']","Water is heard flowing in a bathroom setting, involving a toilet being flushed followed by a shower being used.","A person is completing a morning routine in the bathroom, including using the toilet and taking a shower.",Kitchen sounds with dishes clinking and a dishwasher running.,
,ClothoV2,Art Gallery Tone.wav,"['A hall with a person talking in a large room', 'A man is speaking while a women speaks to another woman in the background.', 'A man is speaking while two women speaks to one another in the background.', 'A speaker makes a presentation in an auditorium.', 'A person is speaking something to a group.']",A person is speaking in a spacious area with others present.,A lecture is being given by a man with a conversation happening among women in the audience.,A quiet library with people reading in silence.,
,ClothoV2,Icy rain.wav,"['A dog barks followed by steady raindrops and wind.', 'A dog barks twice and rain is falling outside.', 'A dog is barking and a fire is crackling and burning.', 'The dog barked twice as rain fell outside.', 'While a fire crackles and burns, a dog barks.']",A dog is barking while rain falls and a fire crackles in the background.,A dog is barking at the sound of a thunderstorm while sitting by a fireplace.,"A dog is quietly resting in a dry, silent room with no fire.",
,ClothoV2,park.wav,"['Birds are chirping and children cry out while a siren blares in the background and a dog barks.', 'Birds are chirping while a siren goes off, then a dog barks.', 'Birds chirp and children cry out while a siren blares in the background and a dog barks.', 'Birds chirping and a siren wailing, then a dog begins to bark.', 'Birds were chirping and a dog barked while children were talking.']","The soundscape includes birds chirping, a dog barking, a siren in the distance, and children's voices.","A busy street scene with chirping birds, a passing emergency vehicle, a local dog responding, and children playing nearby.",A quiet library with only the sound of pages turning.,
,ClothoV2,thunderClap3.wav,"['Rain pours while thunder booms and lightning cracks, a dog barks and birds chirp amid the rain.', 'The storm intensifies with a clap of thunder.', 'The thunder roars above the people as they scream and the wind blows', 'The thunder roars and the wind blows as people scream.', 'Three cracks of lightning, afterwards a dog can be heard faintly barking.']",A thunderstorm is taking place with intermittent sounds of a dog barking and birds chirping.,A group of people is reacting with screams to the loud thunder during a heavy storm.,A calm day with occasional bird songs and a quiet dog resting.,
,ClothoV2,Atmosfera Miasto Spokojna dzielnica rano.wav,"['A car is coming closer in heavy traffic area.', 'A person is driving and an automobile overtakes and passes them.', 'Some cars driving by in a busy street', 'Some cars passing by in a busy street', 'various traffic sounds with a car coming very close by']",Traffic sounds on a busy street,A cyclist weaving through traffic on a bustling road,A quiet park with children playing away from traffic,
,ClothoV2,augo8 Doncaster train 2.wav,"['A car drives away very slowly from the parking lot.', 'A dump truck coming down the road shifting gears.', 'A truck approaches and passes by, a car door opens and closes and a car horn beeps.', 'As the truck approached and passed by, a car door opened and closed: a car horn beeped.', 'Coming down the road, a dump truck shifting gears.']",A vehicle is maneuvering on a road with associated gear shifting and horn sounds.,A heavy vehicle is being loaded while another car is signaling nearby.,A quiet bicycle ride through a park with birds chirping.,
,ClothoV2,austin_ambience01.wav,"['A bird chirps in the distance and a moving vehicle drives closer.', 'An engine hums low and then accelerates and speeds up with distant chirping of birds.', 'Bird are singing far away in the country side', 'Far away in the countryside birds are singing.', 'Low humming an engine which accelerates and speeds up with distant chirping of birds']",Birds are chirping in the distance with an engine sound increasing in volume.,A car is passing by on a country road while birds are chirping in the background.,A quiet room with only the sound of birds singing close by.,
,ClothoV2,Wet Footsteps Sidewalk _ Metro Pass .wav,"['A train approaches and passes by with birds chirping and a vehicle moving.', 'A train approaches then passes by fast with birds chirping and a vehicle moving behind it.', 'Birds chirping and some cars rush by in the background.', 'The quiet is interrupted by a passing train.', 'The quiet of the countryside is broken by a passing train.']",Ambient outdoor sounds with a train passing by and birds chirping.,A countryside scene with a train thundering along the tracks while birds sing and cars travel nearby.,A tranquil indoor environment with no significant outdoor noise.,
,ClothoV2,Dogs bark back.wav,"['A birds voice is followed by the commotion of dogs', 'A dog is barking at another barking dog.', 'An ongoing rustling is broken up by high pitched squawks, intermittent barking and the whistling of birds.', 'Different dogs barking and birds chirping in the background.', 'The voice of the bird is followed by the noise of dogs']",There are birds chirping and multiple dogs barking in the environment.,A group of dogs is playfully barking at birds in a park.,The environment is silent except for the sound of a gentle breeze.,
,ClothoV2,highway urban.wav,"['A car and other vehicles are driving on the road.', 'A car drives in the distance, as the wind blows in gusts.', 'A car is driving on the road with other vehicles.', 'A car motor begins with a roar and then softens as another motor in the background races by.', 'Two loud cars pass by traffic noises in the background.']",Vehicles are moving on a roadway.,A motorcycle accelerates alongside cars on a busy street.,A quiet park with birds chirping and no traffic noise.,
,ClothoV2,background(bar or pub).wav,"['A group of people are in a room talking.', 'A lot of people are talking in a room', 'A multitude of men and women are speaking and giggling audibly.', 'Group of people chatting and laughing to each other', 'Several men and women are talking and laughing loudly .']",There is a gathering of individuals engaging in conversation and laughter in an indoor environment.,People are having a lively discussion at a social event indoors.,A solitary person is giving a speech in a silent room.,
,ClothoV2,Backyard Gate.wav,"['A gate squeals as it sways while birds chirp in the background.', 'A metal gate with dry hinges is being opened and closed.', 'A squeaky gate swings open and closed, its locks rattle.', 'The locks on the squeaky gate rattle as it swings open and closed.', 'someone opening a closing a metal gate with dry hinges']",A metal gate is being opened and closed with accompanying bird sounds in the background.,A person is deliberately swinging a metal gate to produce squeaking and rattling noises.,A group of birds are perched quietly on a motionless metal gate.,
,ClothoV2,CR FunnyMachine.wav,"['A motor runs as a swing sways in the background.', 'A small engine running and a swing being swung back and forth.', 'A small motor is running while a swing squeaks back and forth.', 'Someone operates a machine that is drilling holes.', 'Someone operating a machine that is making holes.']",A small motor is operating and a swing is moving with a squeaking noise.,A child is swinging while a garden tool is being used in the background.,A person is silently reading a book next to a still swing set.,
,ClothoV2,BitmapNoise2.wav,"['A radio transmission frequency is being tuned to a station.', 'Digital humming and cracking repeating and changing slightly', 'Digital humming and cracking which is repeating itself with small changes.', 'The buzzing electricity gets increasingly more intense over time.', 'the electricity is buzzing and it gets more intense as time goes on']",The recording features an electronic sound with a humming and buzzing quality that varies in intensity.,The sound could be from an old radio or electronic device that's being adjusted or experiencing interference.,"The recording is of a calm, natural outdoor environment with no electronic or buzzing sounds.",
,ClothoV2,Contacto Metal.wav,"['A loud metallic clang is repeatedly generated by banging.', 'A metallic drum is struck repeatedly and rhythmically', 'Someone is banging a drum with a stick before moving a cymbal and then banging harder.', 'Someone makes an object emit repeated loud metallic clangs.', 'Someone using a stick first bangs on a drum before moving a cymbal and then banging harder.']",There is a repetitive metallic percussion sound.,A drummer is performing a rhythm on a drum kit with a cymbal.,An orchestra is playing a symphonic piece with string instruments.,
,ClothoV2,plastic packet lentils shake open close.wav,"['A bag is being crumpled and moved around', 'Papers rustled and then a bag of chips were opened and manipulated.', 'Papers rustling and then a bag of chips being opened and manipulated.', 'Rustling of some paper on dirt and then walking and opening a door and rustling plastic.', 'Someone is stepping on a wrapper and dragging it and then opens a new bag of chips or something.']",There is rustling of paper or plastic materials with some movement and manipulation of a bag-like object.,"An individual is interacting with items that could be food packaging, possibly in an outdoor setting with ground underfoot.","The scene is quiet with no movement, handling of objects, or any rustling sounds.",
,ClothoV2,Baking Tray Hits.wav,"['A ball is being hit against a stop sign by someone.', 'A metal sheet being hit and its vibrations are echoing.', 'A metal sheet being snapped and echoing its reverberations.', 'Clank of a metal implement touching another piece of metal.', 'Someone hitting a ball against a stop sign.']",A metallic impact sound with reverberation is present.,A person is playing a street game involving hitting a ball against a metallic object.,The sounds are of a quiet library with no distinct metallic noises.,
,ClothoV2,SonicSnap_GPSUK_Car window.wav,"['A person thumps against a surface as a car drives along a road', 'Cars drive on the road, then a person thumps against a surface.', 'Someone attempts to open a door as cars drive by in the background.', 'Someone is shaking around a cardboard sign as others exit a car.', 'Someone shakes a cardboard sign as others exit a car.']",There is a presence of car movement and a person interacting with an object.,A pedestrian is trying to get a driver's attention with a sign as traffic passes by.,A group of people are quietly seated inside a vehicle.,
,ClothoV2,Living Minute - Noisy Neighborhood at Night.wav,"['As a siren goes off, dogs are barking and birds are chirping near one another.', 'Different dogs barking and birds chirping in close proximity to each other, and a siren going off.', 'In natural settings, a dog is barking while a police car comes nearer.', 'Two dogs are barking while the alarm of a ambulance travels a short distance.', 'multiple types of dogs barking and sirens sounding in the background']",There is a commotion involving dogs barking and a siren sounding in the background.,A pack of dogs is alerting to an emergency vehicle passing by in a suburban area.,The silence of a remote location is disturbed by the rustling of leaves.,
,ClothoV2,MrM_ElantraInteriorFan.wav,"['A car blower is being adjusted after being turned on.', 'A fan is being switched on and set between low, medium and high and then it is switched off.', 'A fan is switched on an switches between low medium and high setting before being switched off.', 'A fan is turned on from the low setting to the higher settings.', 'The blower fans in a car being adjusted while being turned on.']",A fan's speed settings are being changed.,A car's ventilation system is being tested for different speed settings.,Multiple appliances are being operated in a kitchen.,
,ClothoV2,Post vibrating (contact microphone).wav,"['A hard object strikes a hollow metal object in a rhythmic way.', 'Someone is tapping on a metal pipe over and over.', 'Someone is tapping over and over on a metal pipe.', 'Steel being tapped on as it echoes and reverberates itself.', 'The bang and clang of steel colliding against an object']",Repeated tapping on a metal surface is producing an echoing sound.,A person is rhythmically drumming on a hollow metal cylinder.,Glass shatters onto a hard surface without any rhythmic pattern.,
,ClothoV2,Rusty Metal Creaking.wav,"['A spooky creaking noise gets louder and louder.', 'A wooden door squeaks as it is opened and closed.', 'A wooden door squeaks on its hinges as it is opened and closed.', 'Someone opened a door with hinges and then closed it', 'The swing creaked as it swung back and forth.']","A wooden door is being moved, creating a creaking sound.",An old swing or door is making a squeaking noise due to its hinges.,Footsteps are approaching steadily on a gravel path.,
,ClothoV2,barrelhits.wav,"['A metal ladder being set up and opened and a person climbing it.', 'A metal ladder being opened and set up and a person climbing it.', 'A metal object is thrown and then hit repeatedly.', 'Someone was walking around and moving heavy metal objects on a hard floor.', 'someone walking around and moving heavy metal objects on a hard floor']",There is movement involving metal objects and human activity.,A worker is preparing and using a ladder in a construction area.,A person is quietly reading a book in a library.,
,ClothoV2,metal plate striking wall.wav,"['A bird chirps and a metal bucket clangs as it hits against another object.', 'A ladder is adjusted and adjusted again and clangs against a hard surface.', 'A ladder is adjusted and adjusted again and it clangs against a hard surface.', 'A loud banging occurs from a metal object on another object consistently.', 'Birds sing and a metal bucket clangs as it strikes another object.']",There are sounds of metal clanging and bird vocalizations.,"Someone is working outdoors, climbing a ladder while birds are chirping nearby.",The environment is quiet except for the soft rustling of leaves.,
,ClothoV2,Bath Tub.wav,"['An old squeaky tap is forced open so that a large volume of water can gush and drain out.', 'Lots of water gushing out after an old squeaky tap is forced open.', 'The water faucet was opened all the way with water pouring out at great speed, but was turned off later.', 'The water is turned on at a faucet and streams into the sink.', 'Turning the water on at a faucet and having it pour into the sink.']",Water is rapidly flowing from an opened faucet into a sink.,"An old faucet is opened, causing a rush of water that fills a basin and possibly overflows.",A gentle stream of water is trickling from a modern tap into a glass.,
,ClothoV2,Midnight summer rain part 2.wav,"['A gush of water is trickling down from a tall waterfall.', 'Rainfall hits a building and then pours out of its gutters.', 'Water is constantly pouring down, splashing and gurgling.', 'Water is continuously pouring down, splashing and gurgling.', 'rainfall hits a building and pours out of its gutters']","The sound of water pouring and splashing is prominent, likely from a waterfall or heavy rain interacting with structures.","A waterfall is cascading next to a building, causing water to spill from the gutters during a rainstorm.",A calm stream is flowing gently in a quiet forest setting.,
,ClothoV2,bathroom drain 1.wav,"['Water bubbles from a hot tub as the jets make a humming sound.', 'Water gurgles and splashes within a metallic rain barrel.', 'Water is bubbling from a hot tub and the jets are making a humming sound.', 'Water is going down into the sink and then into the pipe.', 'Within the metallic container, water gurgled and splashed.']",Water is agitated and producing bubbling sounds accompanied by a consistent humming noise.,Someone is enjoying a relaxing soak in a hot tub with active water jets.,A calm stream is flowing through a quiet forest.,
,ClothoV2,Erratic knocking on a wooden door and crystal microphone.wav,"['A shower is switched on with a large and fast volume of spray coming from the shower head.', 'A shower is turned on and a large stream of water jets out of the faucet.', 'Heavy rain is falling in continuous same rhythm all time', 'Outside is a heavy rain that is falling steadily.', 'Outside it is raining heavily at a steady pace.']","The sound of a steady, heavy water flow is present, suggesting a shower or rain.",A person is taking a shower outdoors during a heavy rain.,A gentle rain is falling intermittently on a quiet day.,
,ClothoV2,Seawall.wav,"['A ball splashing in water reminds one of dishes being washed.', 'Someone is washing the dishes using water and their hands.', 'Someone washing dishes with some water and their hands.', 'food and produce is being prepared and washed in water', 'something splashing in water like dishes being washed']",There are sounds associated with washing and water interaction.,Utensils are being cleaned in a kitchen sink.,A quiet library with no water-related activity.,
,ClothoV2,Dragging wooden chair on wooden floor.wav,"['A person is playing a large musical instrument.', 'An object is being dragged as a breeze of wind is audible.', 'Dragging and scraping a chair against a floor, ever increasing in volume', 'Someone dragging an object with blowing of wind in the background', 'dragging a chair on flooring with a loud scrape leading to dragging and a louder scrape']",There is a sound of an object being dragged across the floor with wind in the background.,A person is moving furniture in a breezy open space.,A musical ensemble is performing in a calm indoor setting.,
,ClothoV2,door latch.wav,"['A bolt is being put in place, having its position switched around repeatedly.', 'A hard metal object is striking against another hard object at regular intervals.', 'Someone makes several attempts to unlock a door.', 'Something is being clicked or flipped through continuously.', 'Something is being continuously clicked or flipped through.']","An object is being manipulated, producing a repetitive clicking sound.",A person is trying to open a jammed metal latch or lock.,Silent motion with no interaction between objects or materials is occurring.,
,ClothoV2,Bell_5_times.wav,"['A bell is ringing in a rhythmic way and people are conversing in the distance.', 'In the tower, someone pulls the rope, causing the bell to ring.', 'People converse in the distance as a bell is ringing in a rhythmic fashion', 'Someone is pulling the rope on a large bell causing it to ring.', 'The church bells are chiming through out the video.']",A bell is ringing and there is distant conversation.,A person is ringing a church bell while others talk nearby.,A quiet room with no bell sounds.,
,ClothoV2,bell_church.wav,"['ONE BELL RINGS WHILE OTHER BELLS CHIME IN ALL AT ONCE.', 'One bell chimes at first and then more bells are added, ringing all together.', 'Two sets of church bells are tolling at intervals.', 'Two sets of church bells ring at varying intervals.', 'the bell tower is signalling that it is mid day']",Multiple bells are ringing in a sequence with some overlapping chimes.,A bell tower is marking a specific hour of the day with a melody of chimes.,A single bell is tolling in a quiet and isolated rhythm.,
,ClothoV2,church clock.wav,"['A church bell tolling the time in a town church center.', 'Church Bells are being rung and resonating inside a tower.', 'From inside, someone is ringing church bells as they resonate.', 'Someone strikes the bell of the church five times.', 'The man rings the church bell many times.']",Church bells are ringing and producing resonant sounds.,A bell ringer is performing a sequence of chimes in a church tower.,A quiet room with no discernible activity.,
,ClothoV2,Thunderclap.wav,"['A very heavy wind is gusting and then causing a tunnel effect of wind.', 'It is thundering with a consistent, steadily toned rumbling sound.', 'Rushing of air with thunder and rain in the background.', 'The movement of air, and a thunderstorm and rain in the background.', 'Thunderstorm in the distance and light rain falling.']",There is a thunderstorm with wind and rain present.,"A thunderstorm is approaching, bringing gusts of wind and a light rain shower.",A calm sunny day with clear skies.,
,ClothoV2,ww big windchimes  fs  1 4 2011.wav,"['Bells and chimes are activated by the wind.', 'Bells and chimes that are being activated by the wind blowing.', 'Several large bells are ringing while wind chimes tinkle far away.', 'Several large bells ringing and wind chimes in the background.', 'Toned percussion is being played with a soft mallet while the wind blows.']",There is a soundscape of wind-activated bells and chimes.,A wind chime melody is accompanied by the resonant tolling of large bells.,A percussionist is performing a solo on tuned percussion instruments.,
,ClothoV2,Bicycle bell.wav,"['A metal rod was dinging on a glass cup', 'High and low metallic tinging two at a time.', 'Someone is playing a couple of bells with different pitches.', 'The rhythmic striking of Chimes are making echo reverberation.', 'The rhythmic striking of chimes reverberate in high pitched tones.']",There are metallic sounds with varying pitches and reverberation.,A person is performing a musical piece using a set of metallic percussion instruments.,A choir is singing in a room with no echo.,
,ClothoV2,bierfest_atmosphere.wav,"['A group of people are talking and laughing.', 'A group of people are talking and you can people also talking in the background.', 'A group of people is talking and laughing.', 'My group of friends are enjoying and laughing about something.', 'There is a group of friends enjoying and laughing about something']",A gathering of individuals is engaged in conversation and laughter.,A social event where a group of friends are sharing jokes and stories.,A solitary individual is reading quietly in a library.,
